eventName,eventVersion,goldenTicket,playDuration,playTime,playerID,score,silverTicket,stars,timestamp,durationPerPlay,freePerTicket,silverPerTicket,goldenPerTicket
game_matchFishLeaderboard3,159,161,11332,161,C242D1FFDE2DD013,1754800,0,48061,24/05/2022,70.39,0,0,298.52
game_matchFishLeaderboard3,159,131,9604,131,A74935589B45D2D8,1427700,0,38970,24/05/2022,73.31,0,0,297.48
game_matchFishLeaderboard3,159,121,7873,121,AD14ED1F6FC97F6C,1317650,0,33983,24/05/2022,65.07,0,0,280.85
game_matchFishLeaderboard3,159,66,4198,66,654D2A7FDB27C2E2,642750,0,16105,24/05/2022,63.61,0,0,244.02
game_matchFishLeaderboard3,159,79,3284,79,B58908FAC2314F1F,457250,0,10854,24/05/2022,41.57,0,0,137.39
game_matchFishLeaderboard3,159,35,2637,35,A04C9BEE0026B438,348800,0,8940,24/05/2022,75.34,0,0,255.43
game_matchFishLeaderboard3,159,24,1825,24,63D1FB77D4F2638A,261400,0,7021,24/05/2022,76.04,0,0,292.54
game_matchFishLeaderboard3,159,23,1671,23,69BF9AF79103381B,247550,0,6634,24/05/2022,72.65,0,0,288.43
game_matchFishLeaderboard3,159,22,2170,22,CC37EF7FDB3D9802,239700,0,6321,24/05/2022,98.64,0,0,287.32
game_matchFishLeaderboard3,159,21,1439,21,4FFBD7940BB839C0,228900,0,6315,24/05/2022,68.52,0,0,300.71
game_matchFishLeaderboard3,159,19,1355,19,D2691F7E8FA6B371,207100,0,5603,24/05/2022,71.32,0,0,294.89
game_matchFishLeaderboard3,159,21,1404,21,9343E2A55FF36EA7,217750,0,5414,24/05/2022,66.86,0,0,257.81
game_matchFishLeaderboard3,159,25,1384,25,BC1548825B0CF3DB,206850,0,4953,24/05/2022,55.36,0,0,198.12
game_matchFishLeaderboard3,159,16,1314,16,D5BF5D574190FD0,174400,0,4627,24/05/2022,82.13,0,0,289.19
game_matchFishLeaderboard3,159,14,1091,14,652211DD6C3C07E5,152500,0,3947,24/05/2022,77.93,0,0,281.93
game_matchFishLeaderboard3,159,35,1859,35,D449CEE82047E451,215650,0,3741,24/05/2022,53.11,0,0,106.89
game_matchFishLeaderboard3,159,18,887,18,F677819A767A0163,130950,0,3288,24/05/2022,49.28,0,0,182.67
game_matchFishLeaderboard3,159,14,802,14,2CDEDC86BFE69162,131100,0,3277,24/05/2022,57.29,0,0,234.07
game_matchFishLeaderboard3,159,15,1237,15,855A2344539FCC55,119900,0,3035,24/05/2022,82.47,0,0,202.33
game_matchFishLeaderboard3,159,15,846,15,2E75FEBAACD513F,119800,0,2992,24/05/2022,56.4,0,0,199.47
game_matchFishLeaderboard3,159,10,685,10,691057B97B86FAEA,109000,0,2985,24/05/2022,68.5,0,0,298.5
game_matchFishLeaderboard3,159,10,613,10,A3B6ABAF2188C1AF,98250,0,2609,24/05/2022,61.3,0,0,260.9
game_matchFishLeaderboard3,159,11,861,11,1078467C0C44184B,110600,0,2498,24/05/2022,78.27,0,0,227.09
game_matchFishLeaderboard3,159,9,617,9,31E17D64E6CF7427,87200,0,2305,24/05/2022,68.56,0,0,256.11
game_matchFishLeaderboard3,159,8,606,8,BEAA76418C6EBB30,87200,0,2305,24/05/2022,75.75,0,0,288.13
game_matchFishLeaderboard3,159,8,559,8,A223CFEE16DAF8E0,87200,0,2275,24/05/2022,69.88,0,0,284.38
game_matchFishLeaderboard3,159,8,541,8,90E127646185C7FA,87000,0,2201,24/05/2022,67.63,0,0,275.13
game_matchFishLeaderboard3,159,9,673,9,3B8AEBF43FE25517,89450,0,2125,24/05/2022,74.78,0,0,236.11
game_matchFishLeaderboard3,159,8,525,8,823CB7A65EC66830,86950,0,2121,24/05/2022,65.63,0,0,265.13
game_matchFishLeaderboard3,159,7,530,7,3EF9C8DBD1BB4D21,76300,0,2097,24/05/2022,75.71,0,0,299.57
game_matchFishLeaderboard3,159,7,540,7,8529822ECEDA8BDE,76300,0,2096,24/05/2022,77.14,0,0,299.43
game_matchFishLeaderboard3,159,8,575,8,A7284790608E87D8,87000,0,2085,24/05/2022,71.88,0,0,260.63
game_matchFishLeaderboard3,159,7,469,7,6E417BDD3DA168B,76300,0,2078,24/05/2022,67.0,0,0,296.86
game_matchFishLeaderboard3,159,7,540,7,3B4A0DE2892DE4A1,76300,0,2072,24/05/2022,77.14,0,0,296.0
game_matchFishLeaderboard3,159,7,574,7,D8B1A65188ECFCE7,76300,0,2056,24/05/2022,82.0,0,0,293.71
game_matchFishLeaderboard3,159,7,479,7,62CCBC776C5FCB07,76200,0,1980,24/05/2022,68.43,0,0,282.86
game_matchFishLeaderboard3,159,7,630,7,44C37BCD42D51CD5,76300,0,1978,24/05/2022,90.0,0,0,282.57
game_matchFishLeaderboard3,159,7,449,7,7DEBAD5FB4860C8D,76100,0,1940,24/05/2022,64.14,0,0,277.14
game_matchFishLeaderboard3,159,7,518,7,FAC295B7956CAE75,76200,0,1922,24/05/2022,74.0,0,0,274.57
game_matchFishLeaderboard3,159,7,534,7,C2EFCD21E7494B5D,76350,0,1879,24/05/2022,76.29,0,0,268.43
game_matchFishLeaderboard3,159,7,483,7,F71E5FD8D23EDCE7,76100,0,1878,24/05/2022,69.0,0,0,268.29
game_matchFishLeaderboard3,159,8,503,8,67FA3DAE168A43CD,76100,0,1866,24/05/2022,62.88,0,0,233.25
game_matchFishLeaderboard3,159,7,483,7,2E1AFEA5A7A4EBFB,76100,0,1825,24/05/2022,69.0,0,0,260.71
game_matchFishLeaderboard3,159,7,488,7,BE8B90BDD8E17A53,76300,0,1811,24/05/2022,69.71,0,0,258.71
game_matchFishLeaderboard3,159,6,458,6,48AB52C70AB3B95C,65400,0,1787,24/05/2022,76.33,0,0,297.83
game_matchFishLeaderboard3,159,6,419,6,F14B8AF62094F5C3,65400,0,1786,24/05/2022,69.83,0,0,297.67
game_matchFishLeaderboard3,159,7,473,7,DEFA5DC7A432A7E3,65400,0,1723,24/05/2022,67.57,0,0,246.14
game_matchFishLeaderboard3,159,6,430,6,7F0FA738E49C048C,65400,0,1707,24/05/2022,71.67,0,0,284.5
game_matchFishLeaderboard3,159,6,426,6,7F0F8054C946F28E,65300,0,1702,24/05/2022,71.0,0,0,283.67
game_matchFishLeaderboard3,159,6,452,6,31E868B38B815DA3,65400,0,1668,24/05/2022,75.33,0,0,278.0
game_matchFishLeaderboard3,159,17,587,17,E7F00B4F884C34CF,65400,0,1656,24/05/2022,34.53,0,0,97.41
game_matchFishLeaderboard3,159,7,445,7,1D101F5B7A2C5C3D,65300,0,1634,24/05/2022,63.57,0,0,233.43
game_matchFishLeaderboard3,159,6,408,6,262E00D67E628901,65200,0,1616,24/05/2022,68.0,0,0,269.33
game_matchFishLeaderboard3,159,6,528,6,90AD0F7AC9074F5B,65350,0,1614,24/05/2022,88.0,0,0,269.0
game_matchFishLeaderboard3,159,5,335,5,9303498DC3A813DB,54500,0,1512,24/05/2022,67.0,0,0,302.4
game_matchFishLeaderboard3,159,6,379,6,E57540E8531D13E8,54500,0,1450,24/05/2022,63.17,0,0,241.67
game_matchFishLeaderboard3,159,6,423,6,DDECC667FA281075,54500,0,1417,24/05/2022,70.5,0,0,236.17
game_matchFishLeaderboard3,159,6,387,6,1DC6FD6C0F90E909,54500,0,1412,24/05/2022,64.5,0,0,235.33
game_matchFishLeaderboard3,159,4,310,4,72347016D34623FF,43600,0,1197,24/05/2022,77.5,0,0,299.25
game_matchFishLeaderboard3,159,4,275,4,242E9E5E54FD8E88,43600,0,1191,24/05/2022,68.75,0,0,297.75
game_matchFishLeaderboard3,159,4,298,4,AA80F7C9297F7EEA,43600,0,1182,24/05/2022,74.5,0,0,295.5
game_matchFishLeaderboard3,159,4,295,4,CC66F510CA14DA79,43600,0,1181,24/05/2022,73.75,0,0,295.25
game_matchFishLeaderboard3,159,5,332,5,B567B243C821CE70,43600,0,1178,24/05/2022,66.4,0,0,235.6
game_matchFishLeaderboard3,159,4,277,4,A7FEF1970A75F56C,43600,0,1176,24/05/2022,69.25,0,0,294.0
game_matchFishLeaderboard3,159,4,341,4,4D80281CC1D27D84,43600,0,1167,24/05/2022,85.25,0,0,291.75
game_matchFishLeaderboard3,159,5,303,5,7419022EE10C950,43600,0,1161,24/05/2022,60.6,0,0,232.2
game_matchFishLeaderboard3,159,4,320,4,8FB784056437EF92,43600,0,1157,24/05/2022,80.0,0,0,289.25
game_matchFishLeaderboard3,159,4,322,4,E754E63B41069E21,43600,0,1151,24/05/2022,80.5,0,0,287.75
game_matchFishLeaderboard3,159,5,304,5,9F770075973DA35F,43600,0,1141,24/05/2022,60.8,0,0,228.2
game_matchFishLeaderboard3,159,4,287,4,BDE74C38491B006,43600,0,1132,24/05/2022,71.75,0,0,283.0
game_matchFishLeaderboard3,159,6,441,6,4BBD5E4083F1722F,47300,0,1128,24/05/2022,73.5,0,0,188.0
game_matchFishLeaderboard3,159,4,294,4,68CA33836F2652E8,43600,0,1126,24/05/2022,73.5,0,0,281.5
game_matchFishLeaderboard3,159,4,357,4,9849D50FBDBB05CB,43600,0,1105,24/05/2022,89.25,0,0,276.25
game_matchFishLeaderboard3,159,5,286,5,431310833B7EC84C,43500,0,1096,24/05/2022,57.2,0,0,219.2
game_matchFishLeaderboard3,159,4,284,4,AFDF164267D80632,43500,0,1089,24/05/2022,71.0,0,0,272.25
game_matchFishLeaderboard3,159,4,285,4,1ABE16DD6276826C,43750,0,1083,24/05/2022,71.25,0,0,270.75
game_matchFishLeaderboard3,159,4,288,4,3DFDC53C49739BFF,43400,0,963,24/05/2022,72.0,0,0,240.75
game_matchFishLeaderboard3,159,6,383,6,11E33E26A622A6FB,64800,0,962,24/05/2022,63.83,0,0,160.33
game_matchFishLeaderboard3,159,3,218,3,B870E169E908AD24,32700,0,907,24/05/2022,72.67,0,0,302.33
game_matchFishLeaderboard3,159,3,206,3,1C73088144B020A8,32700,0,902,24/05/2022,68.67,0,0,300.67
game_matchFishLeaderboard3,159,3,279,3,121FF0F6C23352D6,32700,0,900,24/05/2022,93.0,0,0,300.0
game_matchFishLeaderboard3,159,3,227,3,77CB0D0D7DCCAEB2,32700,0,892,24/05/2022,75.67,0,0,297.33
game_matchFishLeaderboard3,159,3,237,3,31757A39B9DFAAB2,32700,0,882,24/05/2022,79.0,0,0,294.0
game_matchFishLeaderboard3,159,3,218,3,CE7528D866522703,32700,0,881,24/05/2022,72.67,0,0,293.67
game_matchFishLeaderboard3,159,3,211,3,D74CCC7F4B20A2CC,32700,0,881,24/05/2022,70.33,0,0,293.67
game_matchFishLeaderboard3,159,3,252,3,64ADAE9C30DD7B41,32700,0,874,24/05/2022,84.0,0,0,291.33
game_matchFishLeaderboard3,159,3,235,3,87612046EE03F149,32700,0,874,24/05/2022,78.33,0,0,291.33
game_matchFishLeaderboard3,159,3,208,3,9D5F4F009C59ED5E,32700,0,873,24/05/2022,69.33,0,0,291.0
game_matchFishLeaderboard3,159,3,227,3,D79CCBD4276F667,32700,0,873,24/05/2022,75.67,0,0,291.0
game_matchFishLeaderboard3,159,3,234,3,637971BA368FDE41,32700,0,867,24/05/2022,78.0,0,0,289.0
game_matchFishLeaderboard3,159,3,269,3,DDA23E754016B59C,32700,0,867,24/05/2022,89.67,0,0,289.0
game_matchFishLeaderboard3,159,3,240,3,FAAED4A850C3BD3B,32700,0,862,24/05/2022,80.0,0,0,287.33
game_matchFishLeaderboard3,159,6,328,6,4B2C2DDE66773A3,43700,0,842,24/05/2022,54.67,0,0,140.33
game_matchFishLeaderboard3,159,3,283,3,180BE5336203F8B,32700,0,841,24/05/2022,94.33,0,0,280.33
game_matchFishLeaderboard3,159,3,192,3,C32C6C0A8D44C57C,32750,0,831,24/05/2022,64.0,0,0,277.0
game_matchFishLeaderboard3,159,3,213,3,2AE0FF284CB357D4,32600,0,820,24/05/2022,71.0,0,0,273.33
game_matchFishLeaderboard3,159,3,205,3,F674E433F9271768,32600,0,810,24/05/2022,68.33,0,0,270.0
game_matchFishLeaderboard3,159,3,205,3,6508D36E6B6B597E,32600,0,805,24/05/2022,68.33,0,0,268.33
game_matchFishLeaderboard3,159,3,208,3,23A65341456CE5A1,32600,0,792,24/05/2022,69.33,0,0,264.0
game_matchFishLeaderboard3,159,3,213,3,BF21FCE79E93B881,32700,0,783,24/05/2022,71.0,0,0,261.0
game_matchFishLeaderboard3,159,3,240,3,55F545FB55AD36B7,32600,0,778,24/05/2022,80.0,0,0,259.33
game_matchFishLeaderboard3,159,5,223,5,C800106469B7548A,32600,0,766,24/05/2022,44.6,0,0,153.2
game_matchFishLeaderboard3,159,4,252,4,E88179A38E391E9D,32600,0,764,24/05/2022,63.0,0,0,191.0
game_matchFishLeaderboard3,159,3,204,3,F573BC2096E449C7,32650,0,761,24/05/2022,68.0,0,0,253.67
game_matchFishLeaderboard3,159,7,391,7,C95097A7629AA901,32700,0,749,24/05/2022,55.86,0,0,107.0
game_matchFishLeaderboard3,159,4,212,4,CD8D002A72926C3E,32500,0,729,24/05/2022,53.0,0,0,182.25
game_matchFishLeaderboard3,159,3,183,3,AF3447EB6D257AD1,32650,0,696,24/05/2022,61.0,0,0,232.0
game_matchFishLeaderboard3,159,3,220,3,C74C8ABF10748E0A,28650,0,682,24/05/2022,73.33,0,0,227.33
game_matchFishLeaderboard3,159,3,227,3,59DAB4EFD3E7251C,28400,0,632,24/05/2022,75.67,0,0,210.67
game_matchFishLeaderboard3,159,2,133,2,251DC7C4AB85D54C,21800,0,603,24/05/2022,66.5,0,0,301.5
game_matchFishLeaderboard3,159,2,158,2,26B4B8EEF4F763A7,21800,0,602,24/05/2022,79.0,0,0,301.0
game_matchFishLeaderboard3,159,2,131,2,B7489D6E53777052,21800,0,601,24/05/2022,65.5,0,0,300.5
game_matchFishLeaderboard3,159,2,171,2,55A2571E9BC15C23,21800,0,597,24/05/2022,85.5,0,0,298.5
game_matchFishLeaderboard3,159,2,131,2,D82F34286BE84572,21800,0,596,24/05/2022,65.5,0,0,298.0
game_matchFishLeaderboard3,159,2,136,2,81344F48848A099E,21800,0,594,24/05/2022,68.0,0,0,297.0
game_matchFishLeaderboard3,159,2,159,2,9E7DC28EEFE199C,21800,0,589,24/05/2022,79.5,0,0,294.5
