eventName,eventVersion,goldenTicket,playDuration,playTime,playerID,score,silverTicket,stars,timestamp,durationPerPlay,freePerTicket,silverPerTicket,goldenPerTicket
game_matchFishLeaderboard3,151,127,8827,127,39F47EB02D9218DE,1384000,0,37674,16/05/2022,69.5,0,0,296.65
game_matchFishLeaderboard3,151,101,7614,101,BF86D2C5C746DCF3,1089850,0,28764,16/05/2022,75.39,0,0,284.79
game_matchFishLeaderboard3,151,75,5066,75,83DF7C28D4CDC1F1,806100,0,21121,16/05/2022,67.55,0,0,281.61
game_matchFishLeaderboard3,151,60,4167,60,FC93A5E53D271BA9,653850,0,17787,16/05/2022,69.45,0,0,296.45
game_matchFishLeaderboard3,151,32,2319,32,65432E3AB157D970,348500,0,9065,16/05/2022,72.47,0,0,283.28
game_matchFishLeaderboard3,151,29,2001,29,8714C04C7067E3BC,304900,0,7642,16/05/2022,69.0,0,0,263.52
game_matchFishLeaderboard3,151,24,1765,24,452BA5CC03676E37,261600,0,7174,16/05/2022,73.54,0,0,298.92
game_matchFishLeaderboard3,151,21,1420,21,EEB0AD4C1B15A390,228900,0,6282,16/05/2022,67.62,0,0,299.14
game_matchFishLeaderboard3,151,22,1786,22,659887A4EC63AA7F,239900,0,6249,16/05/2022,81.18,0,0,284.05
game_matchFishLeaderboard3,151,21,1575,21,7D01D0E1E26E76C2,228900,0,6195,16/05/2022,75.0,0,0,295.0
game_matchFishLeaderboard3,151,20,1401,20,20CFEF27A9DE579C,212920,0,5806,16/05/2022,70.05,0,0,290.3
game_matchFishLeaderboard3,151,19,1354,19,5EE259C0B62E9134,207100,0,5674,16/05/2022,71.26,0,0,298.63
game_matchFishLeaderboard3,151,17,1188,17,4B145F3FF2EBFBA8,185300,0,5091,16/05/2022,69.88,0,0,299.47
game_matchFishLeaderboard3,151,13,839,13,A36C443169517896,141500,0,3762,16/05/2022,64.54,0,0,289.38
game_matchFishLeaderboard3,151,11,869,11,D8B1A65188ECFCE7,119800,0,3185,16/05/2022,79.0,0,0,289.55
game_matchFishLeaderboard3,151,10,753,10,E8DC36B6982B7B1A,109000,0,2893,16/05/2022,75.3,0,0,289.3
game_matchFishLeaderboard3,151,10,752,10,A5AC2A8C7CCD1CDA,98100,0,2593,16/05/2022,75.2,0,0,259.3
game_matchFishLeaderboard3,151,9,624,9,55B20847591C8357,98100,0,2572,16/05/2022,69.33,0,0,285.78
game_matchFishLeaderboard3,151,8,596,8,4384D254A74F22A9,87200,0,2380,16/05/2022,74.5,0,0,297.5
game_matchFishLeaderboard3,151,8,547,8,8B3D81F43509D1C0,87100,0,2331,16/05/2022,68.38,0,0,291.38
game_matchFishLeaderboard3,151,8,590,8,74A6E2F573E99F06,87200,0,2322,16/05/2022,73.75,0,0,290.25
game_matchFishLeaderboard3,151,9,735,9,C98DC52227C7D39C,97950,0,2298,16/05/2022,81.67,0,0,255.33
game_matchFishLeaderboard3,151,8,586,8,244FCD91B1478A2A,87150,0,2282,16/05/2022,73.25,0,0,285.25
game_matchFishLeaderboard3,151,8,550,8,B056CEEF48898A3E,87050,0,2249,16/05/2022,68.75,0,0,281.13
game_matchFishLeaderboard3,151,9,615,9,DA829AF4F4381C2E,87150,0,2194,16/05/2022,68.33,0,0,243.78
game_matchFishLeaderboard3,151,12,844,12,855A2344539FCC55,87200,0,2190,16/05/2022,70.33,0,0,182.5
game_matchFishLeaderboard3,151,7,477,7,4FFBD7940BB839C0,76300,0,2105,16/05/2022,68.14,0,0,300.71
game_matchFishLeaderboard3,151,7,534,7,CC66F510CA14DA79,76300,0,2033,16/05/2022,76.29,0,0,290.43
game_matchFishLeaderboard3,151,7,485,7,31D1C6B347E59B56,76200,0,2020,16/05/2022,69.29,0,0,288.57
game_matchFishLeaderboard3,151,7,484,7,5F0722C1224D98C5,76250,0,1975,16/05/2022,69.14,0,0,282.14
game_matchFishLeaderboard3,151,7,520,7,4CFEFED8D2C8BA65,76200,0,1974,16/05/2022,74.29,0,0,282.0
game_matchFishLeaderboard3,151,7,507,7,2E1AFEA5A7A4EBFB,76300,0,1971,16/05/2022,72.43,0,0,281.57
game_matchFishLeaderboard3,151,8,670,8,698E31ECF3DBD2A5,76300,0,1963,16/05/2022,83.75,0,0,245.38
game_matchFishLeaderboard3,151,9,591,9,48EB32D09803CD0B,76200,0,1960,16/05/2022,65.67,0,0,217.78
game_matchFishLeaderboard3,151,7,511,7,ADDF1CD1D3464497,76100,0,1956,16/05/2022,73.0,0,0,279.43
game_matchFishLeaderboard3,151,9,672,9,27DAB38360F74E08,82090,0,1936,16/05/2022,74.67,0,0,215.11
game_matchFishLeaderboard3,151,16,511,16,E3E3183CE5B1F2FE,76150,0,1802,16/05/2022,31.94,0,0,112.63
game_matchFishLeaderboard3,151,6,450,6,FA9FAD34C5639EC4,65400,0,1755,16/05/2022,75.0,0,0,292.5
game_matchFishLeaderboard3,151,6,490,6,81CED1EABB440131,65300,0,1679,16/05/2022,81.67,0,0,279.83
game_matchFishLeaderboard3,151,7,436,7,AAAD56A37119823D,65300,0,1664,16/05/2022,62.29,0,0,237.71
game_matchFishLeaderboard3,151,6,410,6,F71E5FD8D23EDCE7,65300,0,1659,16/05/2022,68.33,0,0,276.5
game_matchFishLeaderboard3,151,7,473,7,A264517C03B4EA5E,70400,0,1652,16/05/2022,67.57,0,0,236.0
game_matchFishLeaderboard3,151,5,355,5,1DD4CC7AB8EE4A1F,54500,0,1456,16/05/2022,71.0,0,0,291.2
game_matchFishLeaderboard3,151,5,347,5,23A65341456CE5A1,54500,0,1444,16/05/2022,69.4,0,0,288.8
game_matchFishLeaderboard3,151,5,391,5,6C6618098667C497,54500,0,1429,16/05/2022,78.2,0,0,285.8
game_matchFishLeaderboard3,151,5,333,5,6E417BDD3DA168B,54450,0,1421,16/05/2022,66.6,0,0,284.2
game_matchFishLeaderboard3,151,6,377,6,247D530DB40109F0,54500,0,1419,16/05/2022,62.83,0,0,236.5
game_matchFishLeaderboard3,151,5,347,5,BAAE93DA1B5B0C76,54450,0,1419,16/05/2022,69.4,0,0,283.8
game_matchFishLeaderboard3,151,5,393,5,67FA3DAE168A43CD,54500,0,1408,16/05/2022,78.6,0,0,281.6
game_matchFishLeaderboard3,151,6,509,6,2F4C2AFD9CC61C90,54450,0,1397,16/05/2022,84.83,0,0,232.83
game_matchFishLeaderboard3,151,6,376,6,2B9725D31A3596FF,54500,0,1392,16/05/2022,62.67,0,0,232.0
game_matchFishLeaderboard3,151,5,349,5,B35170BD1EB37487,54500,0,1388,16/05/2022,69.8,0,0,277.6
game_matchFishLeaderboard3,151,6,517,6,B65C3057BBDC4331,54500,0,1377,16/05/2022,86.17,0,0,229.5
game_matchFishLeaderboard3,151,8,1090,8,8826A9EE4E5D34B5,61300,0,1334,16/05/2022,136.25,0,0,166.75
game_matchFishLeaderboard3,151,5,307,5,B267814C61261694,54450,0,1275,16/05/2022,61.4,0,0,255.0
game_matchFishLeaderboard3,151,5,390,5,2666FE676025BC20,46500,0,1257,16/05/2022,78.0,0,0,251.4
game_matchFishLeaderboard3,151,4,287,4,9303498DC3A813DB,43600,0,1205,16/05/2022,71.75,0,0,301.25
game_matchFishLeaderboard3,151,4,283,4,AC4E10650FE793E1,43600,0,1196,16/05/2022,70.75,0,0,299.0
game_matchFishLeaderboard3,151,4,295,4,48AB52C70AB3B95C,43600,0,1194,16/05/2022,73.75,0,0,298.5
game_matchFishLeaderboard3,151,4,282,4,ABCC479DCF8B88A9,43600,0,1192,16/05/2022,70.5,0,0,298.0
game_matchFishLeaderboard3,151,4,295,4,5F79610F38F60D42,43600,0,1186,16/05/2022,73.75,0,0,296.5
game_matchFishLeaderboard3,151,4,300,4,4691F2FB884F7949,43600,0,1184,16/05/2022,75.0,0,0,296.0
game_matchFishLeaderboard3,151,4,291,4,3B4A0DE2892DE4A1,43600,0,1179,16/05/2022,72.75,0,0,294.75
game_matchFishLeaderboard3,151,4,293,4,856AFFBA5448D76,43600,0,1173,16/05/2022,73.25,0,0,293.25
game_matchFishLeaderboard3,151,4,296,4,A7284790608E87D8,43600,0,1156,16/05/2022,74.0,0,0,289.0
game_matchFishLeaderboard3,151,5,307,5,839B3AD3362EA697,43600,0,1141,16/05/2022,61.4,0,0,228.2
game_matchFishLeaderboard3,151,4,300,4,16B3D8683F1978A4,43600,0,1139,16/05/2022,75.0,0,0,284.75
game_matchFishLeaderboard3,151,4,295,4,BDE74C38491B006,43600,0,1135,16/05/2022,73.75,0,0,283.75
game_matchFishLeaderboard3,151,4,311,4,7F0FA738E49C048C,43600,0,1124,16/05/2022,77.75,0,0,281.0
game_matchFishLeaderboard3,151,4,282,4,ACBEC8DE53349B22,43500,0,1121,16/05/2022,70.5,0,0,280.25
game_matchFishLeaderboard3,151,4,279,4,C87B228040CE7B38,43500,0,1108,16/05/2022,69.75,0,0,277.0
game_matchFishLeaderboard3,151,4,264,4,489F73F4DA3D33B9,43500,0,1100,16/05/2022,66.0,0,0,275.0
game_matchFishLeaderboard3,151,4,315,4,E979C4E90C189900,43500,0,1098,16/05/2022,78.75,0,0,274.5
game_matchFishLeaderboard3,151,5,356,5,E18B895553A7946B,51750,0,1091,16/05/2022,71.2,0,0,218.2
game_matchFishLeaderboard3,151,4,270,4,CF91149E18EEC347,43500,0,1088,16/05/2022,67.5,0,0,272.0
game_matchFishLeaderboard3,151,4,301,4,12273FA3768FE0A1,43600,0,1084,16/05/2022,75.25,0,0,271.0
game_matchFishLeaderboard3,151,5,319,5,A298CA61F6EC2980,43600,0,1078,16/05/2022,63.8,0,0,215.6
game_matchFishLeaderboard3,151,4,260,4,31ED3507449EA47C,43450,0,975,16/05/2022,65.0,0,0,243.75
game_matchFishLeaderboard3,151,5,290,5,E37AE4BB3EDEBBD2,40950,0,965,16/05/2022,58.0,0,0,193.0
game_matchFishLeaderboard3,151,3,224,3,396C9CDC1B567196,32700,0,904,16/05/2022,74.67,0,0,301.33
game_matchFishLeaderboard3,151,3,216,3,13A0344FD580F728,32700,0,896,16/05/2022,72.0,0,0,298.67
game_matchFishLeaderboard3,151,3,261,3,AA80F7C9297F7EEA,32700,0,896,16/05/2022,87.0,0,0,298.67
game_matchFishLeaderboard3,151,3,206,3,121FF0F6C23352D6,32700,0,895,16/05/2022,68.67,0,0,298.33
game_matchFishLeaderboard3,151,3,204,3,2AE0FF284CB357D4,32700,0,892,16/05/2022,68.0,0,0,297.33
game_matchFishLeaderboard3,151,3,236,3,3EF9C8DBD1BB4D21,32700,0,892,16/05/2022,78.67,0,0,297.33
game_matchFishLeaderboard3,151,3,232,3,7DC32DC9FC8C2F34,32700,0,889,16/05/2022,77.33,0,0,296.33
game_matchFishLeaderboard3,151,3,214,3,267CFFAF965E9041,32700,0,887,16/05/2022,71.33,0,0,295.67
game_matchFishLeaderboard3,151,3,229,3,A94D940B6463311A,32700,0,887,16/05/2022,76.33,0,0,295.67
game_matchFishLeaderboard3,151,10,342,10,4277B6C30CCDFA0C,43450,0,879,16/05/2022,34.2,0,0,87.9
game_matchFishLeaderboard3,151,3,237,3,E9C1D2120202D730,32700,0,875,16/05/2022,79.0,0,0,291.67
game_matchFishLeaderboard3,151,3,211,3,3C1E587FBEF2899E,32700,0,874,16/05/2022,70.33,0,0,291.33
game_matchFishLeaderboard3,151,3,254,3,789D6FF3B203A640,32700,0,871,16/05/2022,84.67,0,0,290.33
game_matchFishLeaderboard3,151,3,224,3,CE7528D866522703,32700,0,849,16/05/2022,74.67,0,0,283.0
game_matchFishLeaderboard3,151,3,232,3,16EC7E1D45DA1650,32700,0,843,16/05/2022,77.33,0,0,281.0
game_matchFishLeaderboard3,151,3,209,3,691057B97B86FAEA,32850,0,837,16/05/2022,69.67,0,0,279.0
game_matchFishLeaderboard3,151,3,246,3,845D1BC81609A1A6,32700,0,837,16/05/2022,82.0,0,0,279.0
game_matchFishLeaderboard3,151,3,236,3,81B08EE1F2768D11,32600,0,822,16/05/2022,78.67,0,0,274.0
game_matchFishLeaderboard3,151,4,295,4,B76F4B008C91E4AE,32700,0,821,16/05/2022,73.75,0,0,205.25
game_matchFishLeaderboard3,151,3,199,3,C32C6C0A8D44C57C,32650,0,820,16/05/2022,66.33,0,0,273.33
game_matchFishLeaderboard3,151,3,203,3,3D69141003CF60B6,32600,0,816,16/05/2022,67.67,0,0,272.0
game_matchFishLeaderboard3,151,3,215,3,7E7398F44632BEB1,32600,0,801,16/05/2022,71.67,0,0,267.0
game_matchFishLeaderboard3,151,10,322,10,7A89B902BD4EA72F,32700,0,795,16/05/2022,32.2,0,0,79.5
game_matchFishLeaderboard3,151,3,233,3,6438DAFE1BE25716,32650,0,764,16/05/2022,77.67,0,0,254.67
game_matchFishLeaderboard3,151,3,247,3,2DE5A6FF5FF46D62,32700,0,751,16/05/2022,82.33,0,0,250.33
game_matchFishLeaderboard3,151,3,213,3,662FC440FE050801,32650,0,732,16/05/2022,71.0,0,0,244.0
game_matchFishLeaderboard3,151,3,204,3,F573BC2096E449C7,32500,0,677,16/05/2022,68.0,0,0,225.67
game_matchFishLeaderboard3,151,2,160,2,242E9E5E54FD8E88,21800,0,603,16/05/2022,80.0,0,0,301.5
game_matchFishLeaderboard3,151,2,179,2,75C3427FA6C4C4,21800,0,603,16/05/2022,89.5,0,0,301.5
game_matchFishLeaderboard3,151,2,148,2,CFFF712423BEDB25,21800,0,601,16/05/2022,74.0,0,0,300.5
game_matchFishLeaderboard3,151,2,170,2,9D5F4F009C59ED5E,21800,0,600,16/05/2022,85.0,0,0,300.0
game_matchFishLeaderboard3,151,2,144,2,57D91B2A7F128F65,21800,0,599,16/05/2022,72.0,0,0,299.5
game_matchFishLeaderboard3,151,2,134,2,E99D86CDAA1D2A33,21800,0,599,16/05/2022,67.0,0,0,299.5
game_matchFishLeaderboard3,151,2,137,2,2778409E8A6FE077,21800,0,597,16/05/2022,68.5,0,0,298.5
game_matchFishLeaderboard3,151,2,131,2,B7489D6E53777052,21800,0,594,16/05/2022,65.5,0,0,297.0
game_matchFishLeaderboard3,151,2,146,2,6A0E0312BE0983F3,21800,0,593,16/05/2022,73.0,0,0,296.5
game_matchFishLeaderboard3,151,2,148,2,5A95EC3232A1D863,21800,0,591,16/05/2022,74.0,0,0,295.5
game_matchFishLeaderboard3,151,2,187,2,5F1ED0F00059C803,21800,0,591,16/05/2022,93.5,0,0,295.5
game_matchFishLeaderboard3,151,2,144,2,9A589161E54B1B26,21800,0,588,16/05/2022,72.0,0,0,294.0
game_matchFishLeaderboard3,151,2,143,2,1BEC4AD9310232D9,21800,0,587,16/05/2022,71.5,0,0,293.5
game_matchFishLeaderboard3,151,2,134,2,BDFB456507C95773,21800,0,587,16/05/2022,67.0,0,0,293.5
game_matchFishLeaderboard3,151,2,144,2,77CB0D0D7DCCAEB2,21800,0,586,16/05/2022,72.0,0,0,293.0
game_matchFishLeaderboard3,151,2,141,2,97AB586762B3A72C,21800,0,586,16/05/2022,70.5,0,0,293.0
game_matchFishLeaderboard3,151,2,148,2,6740620D5BD33B89,21800,0,583,16/05/2022,74.0,0,0,291.5
game_matchFishLeaderboard3,151,2,150,2,431310833B7EC84C,21800,0,582,16/05/2022,75.0,0,0,291.0
game_matchFishLeaderboard3,151,2,138,2,FF89AE578716F67A,21800,0,582,16/05/2022,69.0,0,0,291.0
game_matchFishLeaderboard3,151,2,149,2,374F50F250919A5F,21800,0,581,16/05/2022,74.5,0,0,290.5
game_matchFishLeaderboard3,151,2,141,2,9F03AF961E055F47,21800,0,581,16/05/2022,70.5,0,0,290.5
game_matchFishLeaderboard3,151,2,138,2,36D194E381F202CA,21800,0,579,16/05/2022,69.0,0,0,289.5
game_matchFishLeaderboard3,151,2,140,2,745A6EA9B82BA59F,21800,0,579,16/05/2022,70.0,0,0,289.5
game_matchFishLeaderboard3,151,2,142,2,1751BCF5E6B4E582,21800,0,578,16/05/2022,71.0,0,0,289.0
game_matchFishLeaderboard3,151,2,160,2,A6E5326586B2C3B9,21800,0,578,16/05/2022,80.0,0,0,289.0
game_matchFishLeaderboard3,151,2,144,2,B85FFD677F12C62B,21800,0,578,16/05/2022,72.0,0,0,289.0
game_matchFishLeaderboard3,151,2,221,2,D5708852096857EA,21800,0,578,16/05/2022,110.5,0,0,289.0
game_matchFishLeaderboard3,151,2,143,2,F674E433F9271768,21800,0,577,16/05/2022,71.5,0,0,288.5
game_matchFishLeaderboard3,151,2,174,2,B567B243C821CE70,21800,0,575,16/05/2022,87.0,0,0,287.5
game_matchFishLeaderboard3,151,2,151,2,2A008C43B4839BF7,21800,0,574,16/05/2022,75.5,0,0,287.0
game_matchFishLeaderboard3,151,3,210,3,54BD8E9FA372E74A,21800,0,572,16/05/2022,70.0,0,0,190.67
game_matchFishLeaderboard3,151,2,141,2,BC51015715033CBF,21800,0,571,16/05/2022,70.5,0,0,285.5
game_matchFishLeaderboard3,151,2,152,2,34BABD31A582DBFD,21800,0,570,16/05/2022,76.0,0,0,285.0
game_matchFishLeaderboard3,151,2,147,2,64ADAE9C30DD7B41,21800,0,566,16/05/2022,73.5,0,0,283.0
game_matchFishLeaderboard3,151,5,262,5,CE4EB0219BAFDE4C,26200,0,564,16/05/2022,52.4,0,0,112.8
game_matchFishLeaderboard3,151,2,132,2,1DF2D0B9ACC287E,21800,0,563,16/05/2022,66.0,0,0,281.5
game_matchFishLeaderboard3,151,4,172,4,D8C82F5B5B9A1F96,21800,0,562,16/05/2022,43.0,0,0,140.5
game_matchFishLeaderboard3,151,2,150,2,D443A5357EAAEF41,21800,0,557,16/05/2022,75.0,0,0,278.5
game_matchFishLeaderboard3,151,2,189,2,FAC295B7956CAE75,21800,0,556,16/05/2022,94.5,0,0,278.0
game_matchFishLeaderboard3,151,2,152,2,64C5C1726B7B7728,21800,0,554,16/05/2022,76.0,0,0,277.0
game_matchFishLeaderboard3,151,2,139,2,6EECFCFF12B93931,21800,0,551,16/05/2022,69.5,0,0,275.5
game_matchFishLeaderboard3,151,2,144,2,F394C4611E824097,21800,0,549,16/05/2022,72.0,0,0,274.5
game_matchFishLeaderboard3,151,2,174,2,7E6A6675F8782574,21800,0,545,16/05/2022,87.0,0,0,272.5
game_matchFishLeaderboard3,151,4,168,4,C800106469B7548A,21800,0,544,16/05/2022,42.0,0,0,136.0
game_matchFishLeaderboard3,151,2,157,2,D7FFF68DE4F06612,21800,0,544,16/05/2022,78.5,0,0,272.0
game_matchFishLeaderboard3,151,3,163,3,D45200824E7525C2,28650,0,540,16/05/2022,54.33,0,0,180.0
game_matchFishLeaderboard3,151,2,163,2,7C3B15169082F641,21800,0,539,16/05/2022,81.5,0,0,269.5
game_matchFishLeaderboard3,151,2,144,2,BF09C96A65037860,21800,0,529,16/05/2022,72.0,0,0,264.5
game_matchFishLeaderboard3,151,2,132,2,776F3EF7FB293B02,21700,0,528,16/05/2022,66.0,0,0,264.0
game_matchFishLeaderboard3,151,2,133,2,395869DC3A51CF3B,21700,0,524,16/05/2022,66.5,0,0,262.0
game_matchFishLeaderboard3,151,3,206,3,B76B849D01276556,32500,0,510,16/05/2022,68.67,0,0,170.0
game_matchFishLeaderboard3,151,2,138,2,8B9CA4FF1291D131,21700,0,509,16/05/2022,69.0,0,0,254.5
